"REF_DATE","GEO","DGUID","Housing estimates","Type of unit","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2008-02","Canada","2016A000011124","Housing starts","Total units","Units","300","units","0","v15817891","1.1.1","12625","","","","0"
"2008-03","Canada","2016A000011124","Housing starts","Total units","Units","300","units","0","v15817891","1.1.1","14445","","","","0"
"2008-04","Canada","2016A000011124","Housing starts","Total units","Units","300","units","0","v15817891","1.1.1","15488","","","","0"
"2008-05","Canada","2016A000011124","Housing starts","Total units","Units","300","units","0","v15817891","1.1.1","17251","","","","0"
"2008-06","Canada","2016A000011124","Housing starts","Total units","Units","300","units","0","v15817891","1.1.1","16462","","","","0"
"2008-07","Canada","2016A000011124","Housing starts","Total units","Units","300","units","0","v15817891","1.1.1","13233","","","","0"
"2008-08","Canada","2016A000011124","Housing starts","Total units","Units","300","units","0","v15817891","1.1.1","14833","","","","0"
"2008-09","Canada","2016A000011124","Housing starts","Total units","Units","300","units","0","v15817891","1.1.1","15747","","","","0"
"2008-10","Canada","2016A000011124","Housing starts","Total units","Units","300","units","0","v15817891","1.1.1","15547","","","","0"
"2008-11","Canada","2016A000011124","Housing starts","Total units","Units","300","units","0","v15817891","1.1.1","11818","","","","0"
"2008-12","Canada","2016A000011124","Housing starts","Total units","Units","300","units","0","v15817891","1.1.1","9452","","","","0"
"2009-01","Canada","2016A000011124","Housing starts","Total units","Units","300","units","0","v15817891","1.1.1","6634","","","","0"
"2009-02","Canada","2016A000011124","Housing starts","Total units","Units","300","units","0","v15817891","1.1.1","5237","","","","0"
"2009-03","Canada","2016A000011124","Housing starts","Total units","Units","300","units","0","v15817891","1.1.1","7852","","","","0"
"2009-04","Canada","2016A000011124","Housing starts","Total units","Units","300","units","0","v15817891","1.1.1","7513","","","","0"
"2009-05","Canada","2016A000011124","Housing starts","Total units","Units","300","units","0","v15817891","1.1.1","9431","","","","0"
"2009-06","Canada","2016A000011124","Housing starts","Total units","Units","300","units","0","v15817891","1.1.1","10029","","","","0"
"2009-07","Canada","2016A000011124","Housing starts","Total units","Units","300","units","0","v15817891","1.1.1","9994","","","","0"
"2009-08","Canada","2016A000011124","Housing starts","Total units","Units","300","units","0","v15817891","1.1.1","11372","","","","0"
"2009-09","Canada","2016A000011124","Housing starts","Total units","Units","300","units","0","v15817891","1.1.1","11634","","","","0"
"2009-10","Canada","2016A000011124","Housing starts","Total units","Units","300","units","0","v15817891","1.1.1","13107","","","","0"
"2009-11","Canada","2016A000011124","Housing starts","Total units","Units","300","units","0","v15817891","1.1.1","12567","","","","0"
"2009-12","Canada","2016A000011124","Housing starts","Total units","Units","300","units","0","v15817891","1.1.1","11030","","","","0"
"2010-01","Canada","2016A000011124","Housing starts","Total units","Units","300","units","0","v15817891","1.1.1","9583","","","","0"
"2010-02","Canada","2016A000011124","Housing starts","Total units","Units","300","units","0","v15817891","1.1.1","9867","","","","0"
"2010-03","Canada","2016A000011124","Housing starts","Total units","Units","300","units","0","v15817891","1.1.1","10336","","","","0"
"2010-04","Canada","2016A000011124","Housing starts","Total units","Units","300","units","0","v15817891","1.1.1","14347","","","","0"
"2010-05","Canada","2016A000011124","Housing starts","Total units","Units","300","units","0","v15817891","1.1.1","14625","","","","0"
"2010-06","Canada","2016A000011124","Housing starts","Total units","Units","300","units","0","v15817891","1.1.1","13579","","","","0"
"2010-07","Canada","2016A000011124","Housing starts","Total units","Units","300","units","0","v15817891","1.1.1","14244","","","","0"
"2010-08","Canada","2016A000011124","Housing starts","Total units","Units","300","units","0","v15817891","1.1.1","13390","","","","0"
"2010-09","Canada","2016A000011124","Housing starts","Total units","Units","300","units","0","v15817891","1.1.1","12926","","","","0"
"2010-10","Canada","2016A000011124","Housing starts","Total units","Units","300","units","0","v15817891","1.1.1","12073","","","","0"
"2010-11","Canada","2016A000011124","Housing starts","Total units","Units","300","units","0","v15817891","1.1.1","14011","","","","0"
"2010-12","Canada","2016A000011124","Housing starts","Total units","Units","300","units","0","v15817891","1.1.1","10682","","","","0"
"2011-01","Canada","2016A000011124","Housing starts","Total units","Units","300","units","0","v15817891","1.1.1","9178","","","","0"
"2011-02","Canada","2016A000011124","Housing starts","Total units","Units","300","units","0","v15817891","1.1.1","9450","","","","0"
"2011-03","Canada","2016A000011124","Housing starts","Total units","Units","300","units","0","v15817891","1.1.1","11042","","","","0"
"2011-04","Canada","2016A000011124","Housing starts","Total units","Units","300","units","0","v15817891","1.1.1","13468","","","","0"
"2011-05","Canada","2016A000011124","Housing starts","Total units","Units","300","units","0","v15817891","1.1.1","14403","","","","0"
"2011-06","Canada","2016A000011124","Housing starts","Total units","Units","300","units","0","v15817891","1.1.1","14644","","","","0"
"2011-07","Canada","2016A000011124","Housing starts","Total units","Units","300","units","0","v15817891","1.1.1","15527","","","","0"
"2011-08","Canada","2016A000011124","Housing starts","Total units","Units","300","units","0","v15817891","1.1.1","13242","","","","0"
"2011-09","Canada","2016A000011124","Housing starts","Total units","Units","300","units","0","v15817891","1.1.1","14917","","","","0"
"2011-10","Canada","2016A000011124","Housing starts","Total units","Units","300","units","0","v15817891","1.1.1","15570","","","","0"
"2011-11","Canada","2016A000011124","Housing starts","Total units","Units","300","units","0","v15817891","1.1.1","13822","","","","0"
"2011-12","Canada","2016A000011124","Housing starts","Total units","Units","300","units","0","v15817891","1.1.1","13576","","","","0"
"2012-01","Canada","2016A000011124","Housing starts","Total units","Units","300","units","0","v15817891","1.1.1","11656","","","","0"
"2012-02","Canada","2016A000011124","Housing starts","Total units","Units","300","units","0","v15817891","1.1.1","10975","","","","0"
"2012-03","Canada","2016A000011124","Housing starts","Total units","Units","300","units","0","v15817891","1.1.1","12980","","","","0"
"2012-04","Canada","2016A000011124","Housing starts","Total units","Units","300","units","0","v15817891","1.1.1","18357","","","","0"
"2012-05","Canada","2016A000011124","Housing starts","Total units","Units","300","units","0","v15817891","1.1.1","16089","","","","0"
"2012-06","Canada","2016A000011124","Housing starts","Total units","Units","300","units","0","v15817891","1.1.1","16614","","","","0"
"2012-07","Canada","2016A000011124","Housing starts","Total units","Units","300","units","0","v15817891","1.1.1","15962","","","","0"
"2012-08","Canada","2016A000011124","Housing starts","Total units","Units","300","units","0","v15817891","1.1.1","16718","","","","0"
"2012-09","Canada","2016A000011124","Housing starts","Total units","Units","300","units","0","v15817891","1.1.1","16123","","","","0"
"2012-10","Canada","2016A000011124","Housing starts","Total units","Units","300","units","0","v15817891","1.1.1","14808","","","","0"
"2012-11","Canada","2016A000011124","Housing starts","Total units","Units","300","units","0","v15817891","1.1.1","14958","","","","0"
"2012-12","Canada","2016A000011124","Housing starts","Total units","Units","300","units","0","v15817891","1.1.1","13452","","","","0"
"2013-01","Canada","2016A000011124","Housing starts","Total units","Units","300","units","0","v15817891","1.1.1","8672","","","","0"
"2013-02","Canada","2016A000011124","Housing starts","Total units","Units","300","units","0","v15817891","1.1.1","9749","","","","0"
"2013-03","Canada","2016A000011124","Housing starts","Total units","Units","300","units","0","v15817891","1.1.1","10724","","","","0"
"2013-04","Canada","2016A000011124","Housing starts","Total units","Units","300","units","0","v15817891","1.1.1","12430","","","","0"
"2013-05","Canada","2016A000011124","Housing starts","Total units","Units","300","units","0","v15817891","1.1.1","15150","","","","0"
"2013-06","Canada","2016A000011124","Housing starts","Total units","Units","300","units","0","v15817891","1.1.1","14540","","","","0"
"2013-07","Canada","2016A000011124","Housing starts","Total units","Units","300","units","0","v15817891","1.1.1","14863","","","","0"
"2013-08","Canada","2016A000011124","Housing starts","Total units","Units","300","units","0","v15817891","1.1.1","13489","","","","0"
"2013-09","Canada","2016A000011124","Housing starts","Total units","Units","300","units","0","v15817891","1.1.1","13766","","","","0"
"2013-10","Canada","2016A000011124","Housing starts","Total units","Units","300","units","0","v15817891","1.1.1","14406","","","","0"
"2013-11","Canada","2016A000011124","Housing starts","Total units","Units","300","units","0","v15817891","1.1.1","14370","","","","0"
"2013-12","Canada","2016A000011124","Housing starts","Total units","Units","300","units","0","v15817891","1.1.1","12710","","","","0"
"2014-01","Canada","2016A000011124","Housing starts","Total units","Units","300","units","0","v15817891","1.1.1","10335","","","","0"
"2014-02","Canada","2016A000011124","Housing starts","Total units","Units","300","units","0","v15817891","1.1.1","10403","","","","0"
"2014-03","Canada","2016A000011124","Housing starts","Total units","Units","300","units","0","v15817891","1.1.1","9308","","","","0"
"2014-04","Canada","2016A000011124","Housing starts","Total units","Units","300","units","0","v15817891","1.1.1","14150","","","","0"
"2014-05","Canada","2016A000011124","Housing starts","Total units","Units","300","units","0","v15817891","1.1.1","15169","","","","0"
"2014-06","Canada","2016A000011124","Housing starts","Total units","Units","300","units","0","v15817891","1.1.1","15081","","","","0"
"2014-07","Canada","2016A000011124","Housing starts","Total units","Units","300","units","0","v15817891","1.1.1","15127","","","","0"
"2014-08","Canada","2016A000011124","Housing starts","Total units","Units","300","units","0","v15817891","1.1.1","13960","","","","0"
"2014-09","Canada","2016A000011124","Housing starts","Total units","Units","300","units","0","v15817891","1.1.1","13762","","","","0"
"2014-10","Canada","2016A000011124","Housing starts","Total units","Units","300","units","0","v15817891","1.1.1","13009","","","","0"
"2014-11","Canada","2016A000011124","Housing starts","Total units","Units","300","units","0","v15817891","1.1.1","14540","","","","0"
"2014-12","Canada","2016A000011124","Housing starts","Total units","Units","300","units","0","v15817891","1.1.1","12106","","","","0"
"2015-01","Canada","2016A000011124","Housing starts","Total units","Units","300","units","0","v15817891","1.1.1","10910","","","","0"
"2015-02","Canada","2016A000011124","Housing starts","Total units","Units","300","units","0","v15817891","1.1.1","8489","","","","0"
"2015-03","Canada","2016A000011124","Housing starts","Total units","Units","300","units","0","v15817891","1.1.1","12445","","","","0"
"2015-04","Canada","2016A000011124","Housing starts","Total units","Units","300","units","0","v15817891","1.1.1","13102","","","","0"
"2015-05","Canada","2016A000011124","Housing starts","Total units","Units","300","units","0","v15817891","1.1.1","16016","","","","0"
"2015-06","Canada","2016A000011124","Housing starts","Total units","Units","300","units","0","v15817891","1.1.1","16033","","","","0"
"2015-07","Canada","2016A000011124","Housing starts","Total units","Units","300","units","0","v15817891","1.1.1","15150","","","","0"
"2015-08","Canada","2016A000011124","Housing starts","Total units","Units","300","units","0","v15817891","1.1.1","16217","","","","0"
"2015-09","Canada","2016A000011124","Housing starts","Total units","Units","300","units","0","v15817891","1.1.1","18098","","","","0"
"2015-10","Canada","2016A000011124","Housing starts","Total units","Units","300","units","0","v15817891","1.1.1","14769","","","","0"
"2015-11","Canada","2016A000011124","Housing starts","Total units","Units","300","units","0","v15817891","1.1.1","16374","","","","0"
"2015-12","Canada","2016A000011124","Housing starts","Total units","Units","300","units","0","v15817891","1.1.1","12272","","","","0"
"2016-01","Canada","2016A000011124","Housing starts","Total units","Units","300","units","0","v15817891","1.1.1","9003","","","","0"
"2016-02","Canada","2016A000011124","Housing starts","Total units","Units","300","units","0","v15817891","1.1.1","12361","","","","0"
"2016-03","Canada","2016A000011124","Housing starts","Total units","Units","300","units","0","v15817891","1.1.1","12192","","","","0"
"2016-04","Canada","2016A000011124","Housing starts","Total units","Units","300","units","0","v15817891","1.1.1","13310","","","","0"
"2016-05","Canada","2016A000011124","Housing starts","Total units","Units","300","units","0","v15817891","1.1.1","14671","","","","0"
